SF1,SF1_MAX,SF2,SF2_MAX,SF3,SF3_MAX,SF4,SF4_MAX,SG1,SG1_MAX,SG2,SG2_MAX,SG3,SG3_MAX,SG4,SG4_MAX
17,19,18,18,0,20,17,20,18,20,14,20,19,18,17,20
