COMM,COMM_MAX,BF4,BF4_MAX,BF5,BF5_MAX,BG5,BG5_MAX,BG6,BG6_MAX,BG7,BG7_MAX,BG8,BG8_MAX,BG9,BG9_MAX
20,18,12,18,13,20,12,18,5,18,14,20,19,18,17,18
