OF1,OF1_MAX,OF2,OF2_MAX,OF3,OF3_MAX,OF4,OF4_MAX,OF5,OF5_MAX,MEET,MEET_MAX,ICT,ICT_MAX,BOOK,BOOK_MAX
1,3,1,2,0,2,2,2,2,4,8,6,6,8,0,8
