MG1,MG1_MAX,MG2,MG2_MAX,MG3,MG3_MAX,ROBOTICS,ROBOTICS_MAX,LAUNCH,LAUNCH_MAX,MG6,MG6_MAX,MG7,MG7_MAX,ARENA,ARENA_MAX,MF1,MF1_MAX,MF2,MF2_MAX,MF3,MF3_MAX,MF4,MF4_MAX,MF5,MF5_MAX,MF6,MF6_MAX,MF7,MF7_MAX,MF8,MF8_MAX
23,25,24,25,0,25,6,18,3,18,18,25,12,25,12,45,12,25,0,25,0,25,6,25,7,25,12,25,12,25,18,25
